"id","headline","is_approximate_address","address","city","state","latitude","longitude","formatted_address","inc_date","inc_time","inc_type","is_homicide","victim_count","killed_count","is_victims_unknown","summary","suspect_count","is_suspects_unknown","inc_slug"
"502","Teen shot in both legs","1","2400 block of Carter St.","Wilmington","DE","39.752606","-75.535595","2400 block of Carter St., Wilmington, DE 19802","2015-07-21","01:25:00","SH","0","1","0","0","A report of shots fired early Tuesday sent police to the 2400 block of Carter St., where they found evidence of a shooting but no one injured.

About half an hour later, however, Wilmington Hospital official notified police that an 18-year-old wounded man had arrived at the emergency room by private vehicle. The man had gunshot wounds of his upper right leg and lower left leg, police said. 

The man told police he was in the 2400 block of Carter St. about 1:25 a.m. when there was gunfire and he realized he was shot in the legs.","0","1","teen-shot-both-legs"
"503","Shooting victim arrives at hospital","1","Chestnut and S. Franklin streets","Wilmington","DE","39.742283","-75.566351","Chestnut and S. Franklin streets, Wilmington, DE 19805","2015-07-21","21:55:00","SH","0","1","0","0","An 18-year-old man with a gunshot wound to his leg arrived at St. Francis emergency room late Tuesday. 

The gunshot victim arrived at the hospital in a personal vehicle. 

Wilmington police were called to the hospital just before midnight. A preliminary investigation indicates the shooting happened in the area of Chestnut and South Franklin streets, however, no shooting scene was found and there were no reports of shots fired, police said.","0","1","shooting-victim-arrives-hospital"
"504","Man, 26, shot in arm and torso","1","W. Third and N. Rodney streets","Wilmington","DE","39.746140","-75.567274","W. Third and N. Rodney streets, Wilmington, DE 19805","2015-07-21","22:55:00","SH","0","1","0","0","City police were at St. Francis Hospital conducting an investigation when a shooting victim arrived at the hospital. 

The victim, a 26-year-old man, was taken to the hospital by personal vehicle. He was suffering from gunshot wounds to his upper left arm and torso area and was transported to Christiana Hospital in serious condition. 

A preliminary investigation indicates the shooting took place in the area of Third and N. Rodney streets. 

Levi Blaylock, 23, of Wilmington, was charged with the shooting. ","1","0","man-26-shot-arm-and-torso"
"505","Man shot near city-owned center","1","W. Fifth and N. Madison streets","Wilmington","DE","39.743671","-75.556979","W. Fifth and N. Madison streets, Wilmington, DE 19801","2015-07-22","12:45:00","SH","0","1","0","0","A uniformed officer assigned to the William ""Hicks"" Anderson Community Center in the 500 block of North Madison St. notified police headquarters about 12:45 p.m. of possible shots fired in that area, police said.

While officers were responding to that area, police said, officials at Wilmington Hospital notified them that a 37-year-old man had arrived at the emergency room by private vehicle, seeking medical care for a left ankle that had been shot. 

No suspect information was available.","0","1","man-shot-fifth-street"
"506","Teen shot while on Maryland Avenue","1","900 block of Maryland Ave.","Wilmington","DE","39.736758","-75.568107","900 block of Maryland Ave., Wilmington, DE 19805","2015-07-22","00:30:00","SH","0","1","0","0","An 18-year-old man was shot early Wednesday. 

A 911 call reporting shots fired about 12:30 a.m. sent police to the 900 block of Maryland Ave., police said. Responding officers found the injured man, shot in the area of his left shoulder.

New Castle County paramedics treated him at the scene, before taking him by ambulance to Christiana Hospital.

Based on preliminary investigation, police said, an unknown black male approached the victim, began shooting at him, then ran away.","0","1","teen-shot-while-maryland-avenue"
"507","Man fatally shot in head","1","West Fourth and Washington streets","Wilmington","DE","39.742030","-75.555273","West Fourth and Washington streets, Wilmington, DE 19801","2015-07-23","18:00:00","SH","1","1","1","0","Hundreds of people and police were on the scene of a deadly shooting Thursday night at West Fourth and Washington streets.

Officers blocked off two residences at about 6 p.m. on the 500 block of W. Fourth St. after receiving a call for an unresponsive 29-year-old man, police said. The man, James Rogers, had been shot in the head and was pronounced dead at the scene by New Castle County Paramedics.

Officers moved in and out of the house, attempting to keep people back from the scene. 

Taushia Mitchell, 18, of Wilmington, was arrested in New York City and was to be extradited to Delaware. ","1","0","man-fatally-shot-head"
"508","Victim in residence believed to have been shot elsewhere","1","First block of Jensen Drive","Wilmington","DE","39.748027","-75.527326","First block of Jensen Drive, Wilmington, DE 19802","2015-07-25","02:10:00","SH","0","1","0","0","Officers responded at 2:10 a.m. to a residence in the 2400 block of Bowers St. where they found a 45-year-old man with gunshot wounds to his right knee and left calf areas, police said.

The investigation revealed the shooting occurred on the first block of Jensen Drive, police said. The shooting remains under investigation.


","0","1","victim-residence-believed-have-been-shot-elsewhere"
"509","Boy, 16, shot in back","1","700 block of N. Jefferson St.","Wilmington","DE","39.744933","-75.554493","700 block of N. Jefferson St., Wilmington, DE 19801","2015-08-02","23:45:00","SH","0","1","0","0","Responding officers found a 16-year-old boy with a single gunshot wound to his upper back in the city's West Center City neighborhood. 

The shooting was reported about 11:45 p.m. Sunday in the 700 block of N. Jefferson St.

New Castle County paramedics treated him at the scene, then he was taken to Christiana Hospital for treatment, police said. He was described as stable.","0","1","boy-16-shot-back"
"510","Man wounded during drive-by shooting","1","700 block of N. West St.","Wilmington","DE","39.743882","-75.552533","700 block of N. West St., Wilmington, DE 19801","2015-08-03","01:50:00","SH","0","1","0","0","Several calls to 911 early Monday reported shots being fired and a person shot. 

Officers responding to the 700 block of West St. found an injured 32-year-old who had been shot in the abdomen, police said. County paramedics treated him at the scene and he was taken to Christiana Hospital. 

Preliminary investigation showed the man was on the block when he was hit by gunfire from a vehicle, police said. He was able to get to a common hallway of a residence as the vehicle fled in an unknown direction, police said.","1","0","man-wounded-during-drive-shooting"
"511","Man shot in elbow","1","2400 block of Carter St.","Wilmington","DE","39.752606","-75.535595","2400 block of Carter St., Wilmington, DE 19802","2015-08-07","14:50:00","SH","0","1","0","0","A 27-year-old man was shot in the arm on Carter Street in Wilmington Friday afternoon, city police said.

The man was found at about 2:50 p.m. with a gunshot wound to his left elbow in the 100 block of E. 24th St., police said.

Officers then located the scene of the shooting a few blocks away in the 2400 block of Carter St. and continued their investigation.","0","1","man-shot-elbow"
"512","Man shot in leg, faces gun charges","1","N. Tatnall and W. 25th streets","Wilmington","DE","39.754933","-75.537507","N. Tatnall and W. 25th streets, Wilmington, DE 19802","2015-08-09","04:45:00","SH","0","1","0","0","A 21-year-old Wilmington man is nursing a gunshot wound and facing gun charges after police said he threatened a man's life and ended up on the wrong side of a shootout on North Tatnall Street.

Wilmington Police said that Marcel Dixon allegedly pointed a handgun at a 33-year-old man in the 2400 block of N. Tatnall Street before dawn on Sunday and threatened to kill him. Dixon fired multiple shots but missed, police said.

Fearing for his life, Dixon's would-be victim pulled out a gun he was legally carrying and fired back, striking Dixon once in his upper right leg, police said. 

Dixon was faces charges for reckless endangering, possession of a firearm by a person prohibited, carrying a concealed deadly weapon and terroristic threatening.","0","1","man-shot-leg-faces-gun-charges"
"513","Three shot, one fatally","1","West Seventh and Washington streets","Wilmington","DE","39.744275","-75.553737","West Seventh and Washington streets, Wilmington, DE 19801","2015-08-10","13:55:00","SH","1","3","1","0","A 25-year-old woman whom people called ""Peaches"" was killed, her 4-year-old daughter was wounded after a shooting Monday afternoon. Another woman, 51, was also wounded during the incident. 

Police identified the homicide victim as Latrice Blackshear and charged 21-year-old Tyler Carter, of New Castle, with first-degree murder during the commission of a felony, first-degree murder, robbery, assault and four counts of possession of a firearm during the commission of a felony. 

","2","0","three-shot-one-fatally"
"514","Man found shot","1","10th and Bennett streets","Wilmington","DE","39.742261","-75.539798","10th and Bennett streets, Wilmington, DE 19801","2015-08-17","02:45:00","SH","0","1","0","0","Wilmington police found a 24-year-old man with gunshot wounds early Monday morning.

Police responding to a shooting investigation about 2:45 a.m. in the area of 10th and Bennett streets found the victim, with wounds to his lower extremities and abdomen, police said. 

He was treated on the scene by New Castle County paramedics and taken to Christiana Hospital.","0","1","man-found-shot"
"515","Man shot in West Center City","1","W. Sixth and N. Madison streets","Wilmington","DE","39.744439","-75.556437","W. Sixth and N. Madison streets, Wilmington, DE 19801","2015-08-16","21:10:00","SH","0","1","0","0","A man was shot in Wilmington's West Center City neighborhood Sunday night.

Police responding to reports of gunshots shortly before 10 p.m. near the intersection of West 6th and Madison Streets found a 34-year-old man with a gunshot wound in his shoulder, police said.

The victim was hospitalized and reported to be in stable condition, according to police.","0","1","man-shot-west-center-city"
"516","Man shot in leg shows up at hospital","1","Pleasant and N. Van Buren streets","Wilmington","DE","39.742708","-75.563238","Pleasant and N. Van Buren streets, Wilmington, DE 19805","2015-08-13","16:00:00","SH","0","1","0","0","Police responded  to the area of Pleasant and Van Buren streets in reference to a shots fired complaint. 

Arriving officers found a shooting scene, but no victim. 

Minutes later police were notified that an 18-year-old man had arrived at St. Francis Hospital suffering from a gunshot wound to his right leg. The victim reported to be in stable condition. ","1","0","man-shot-leg-shows-hospital"
"517","Man shot in both legs","1","200 block of N. Madison Street ","Wilmington","DE","39.741296","-75.558324","200 block of N. Madison St, Wilmington, DE 19801","2015-08-13","19:05:00","SH","0","1","0","0","A shooting was reported in the 200 block of N. Madison Street about 7:05 p.m.

When officers arrived at the scene, the victim had been taken to the hospital in a private vehicle, according to police.

Officers found the 32-year-old man in the emergency room at Wilmington Hospital with gunshot wounds to his upper legs, according to police.","0","1","man-shot-both-legs"
"518","Teen shot on Locust Street","1","2300 block of N. Locust Street ","Wilmington","DE","39.749154","-75.532005","2300 block of N. Locust Street, Wilmington, DE 19802 ","2015-08-15","12:30:00","SH","0","1","0","0","A teen was hospitalized following a shooting on North Locust Street. 

Officers were called at about 12:30 p.m. to the 2300 block of N. Locust St. for a report of shots fired, police said. A 17-year-old boy with gunshot wounds to his upper right leg was located shortly after arrival and was treated on scene for his injuries.

He was then taken to Alfred I. duPont Hospital for Children. ","0","1","teen-shot-locust-street"
"519","Man dies after being shot in head","1","800 block of Vandever Ave.","Wilmington","DE","39.747913","-75.535086","800 block of Vandever Ave., Wilmington, DE 19802","2015-08-15","23:20:00","SH","1","1","1","0","Markevis Clark, 32, was shot and killed late Saturday night, police said.

Investigators were called out to the 800 block of Vandever Ave. about 11:20 p.m. Saturday where they found Clark suffering from a gunshot wound to the head, police said.

He was taken to Wilmington Hospital where he died. 

Police said they were searching for 30-year-old Hakiem Anderson, in connection with Clark's homicide. ","1","0","man-dies-after-being-shot-head"
"520","Man shot in legs","1","500 block of Vandever Ave.","Wilmington","DE","39.749413","-75.537907","500 block of Vandever Ave., Wilmington, DE 19802","2015-08-18","02:15:00","SH","0","1","0","0","A 46-year-old man was shot in the legs early Tuesday, police said.

Police responded to the 500 block of Vandever Ave., about 2:15 a.m., for a shooting investigation and found the victim. 

He was treated at the scene by New Castle County paramedics and taken to Christiana Hospital. ","1","1","man-shot-legs"
"521","Boy, 10, shot in head","1","700 block of Townsend Place","Wilmington","DE","39.726951","-75.545871","700 block of Townsend Place, Wilmington, DE 19801","2015-08-18","01:50:00","SH","0","1","0","0","A 10-year-old boy was shot in the head early Tuesday in Southbridge, police said.

The boy was identified as Makhi Mitchell by family. 

The boy was shot at 1:50 a.m. Tuesday in the 700 block of Townsend Place, in the middle of a block of Wilmington Housing Authority row houses just west of South Heald Street. He was taken to Nemours/Alfred I. duPont Hospital for Children, where he was listed in critical condition.

A 24-year-old man has been charged with a weapons offense, but not the actual shooting. ","1","0","boy-10-shot-head"
"522","Man shot at Adams 4 Shopping Center","1","200 block of N. Monroe St.","Wilmington","DE","39.741869","-75.559466","200 block of N. Monroe St., Wilmington, DE 19801","2015-08-19","16:00:00","SH","0","1","0","0","A man was shot in the abdomen and one leg Wednesday afternoon, police said.

The shooting was reported at the Adams 4 Shopping Center shortly aft 4 p.m. Officers responding to the shopping center at Fourth and Adams streets learned that the 43-year-old victim had been taken by private vehicle to Wilmington Hospital before their arrival, police said.

Investigators determined he was shot in the 200 block of N. Monroe St., where evidence of the shooting was found, police said.","1","0","man-shot-adams-4-shopping-center"
"523","Man shot in Hilltop area","1"," 200 block of Delamore Place","Wilmington","DE","39.745371","-75.568412","200 block of Delamore Place, Wilmington, DE 19805","2015-08-21","18:55:00","SH","0","1","0","0","A 22-year-old man was injured in a shooting in the city's Hilltop area, police said.

Officers were called at about 6:55 p.m. to the 200 block of Delamore Place for a report of a shooting. Upon arrival, a man was found with gunshot wounds to his thigh and hand, police said.

He was treated by New Castle County paramedics before he was taken to Christiana Hospital.","0","1","man-shot-hilltop-area"
"524","Critically wounded victim arrives at hospital","1","Fifth and North Madison streets","Wilmington","DE","39.743671","-75.556979","Fifth and North Madison streets, Wilmington, DE 19801","2015-08-25","23:30:00","SH","0","1","0","0","A man who was shot and critically wounded Tuesday was taken to Wilmington Hospital by private vehicle. 

A 911 call just after 11:30 p.m. reported shots fired in the area of Fifth and North Madison streets, police said. Responding officer found evidence of a shooting, but did not find anyone injured there.

Within minutes, however, police were notified that a 23-year-old man arrived at Wilmington Hospital's by private vehicle, seeking care for a gunshot wound. Shot in the upper torso, the man was stabilized there before he was taken to Christiana Hospital, police said.

He was admitted in critical condition.","0","1","critically-wounded-victim-arrives-hospital"
"525","Man, 60, shot in head","1","1200 block of Vandever Ave.","Wilmington","DE","39.745956","-75.531491","1200 block of Vandever Ave., Wilmington, DE 19802","2015-08-29","15:20:00","SH","0","1","0","0","A 60-year-old man was shot in the head while on Vandever Avenue Saturday afternoon, police said.

Officers were called about 3:20 p.m. to the 1200 block of Vandever Ave. for a report of a shooting, police said. Upon arrival, a man was found with a gunshot wound to the head.

He was treated on scene by New Castle County Paramedics before he was rushed to Christiana Hospital, where he was described in stable condition, police said.","0","1","man-60-shot-head"
"526","Man shot in chest near community center","1","600 block of W. Sixth St.","Wilmington","DE","39.743977","-75.555399","600 block of W. 6th St., Wilmington, DE 19801","2015-08-29","20:10:00","SH","0","1","0","0","A 24-year-old man was shot in the chest near Helen Chambers Park on West Sixth Street, police said.

The shooting was reported about 8:10 p.m. As police responded, officers found a vehicle in the 700 block of N. Jefferson St. which appeared to be transporting a shooting victim to the hospital, police said.

Police proceeded to escort the vehicle to Wilmington Hospital, where an injured man was removed from the vehicle with a gunshot wound to the chest, police said. Medics were able to stabilize the man before transporting him to Christiana Hospital, where he was admitted in critical condition.","0","1","man-shot-chest-near-community-center"
"527","Man,22, shot in arm","1","Lamotte and Gordon streets","Wilmington","DE","39.751864","-75.537589","Lamotte and Gordon streets, Wilmington, DE 19802","2015-09-01","11:55:00","SH","0","1","0","0","A 22-year-old man was shot in the arm Tuesday in Wilmington, police said.

Officers responding to reports of shots fired in the area of Gordon and Lamotte streets shortly before noon found evidence of a shooting but no one injured, police said.

Minutes later, however, staff at Wilmington Hospital alerted police that a man arrived at the hospital seeking treatment for a gunshot wound to the right arm. The victim was described as stable, police said.","0","1","man22-shot-arm"
"528","Three men shot, one fatally","1","2500 block of N. Market St.","Wilmington","DE","39.753935","-75.536458","2500 block of N. Market St., Wilmington, DE 19802","2015-09-03","21:00:00","SH","1","3","1","0","A 20-year-old Wilmington man was killed Thursday, and two others were injured in related incidents, police said. 

Just before 9 p.m., police were called to the 2500 block of N. Market St. to investigate a shots-fired complaint, police said. Upon arrival, officers found a 23-year-old man with gunshot wounds to his left arm and buttocks, police said, adding he he was target of a robbery. 

About two minutes later, police were notified of a second shooting victim inside of a vehicle at West 24th and North Madison streets. Police found Shaiquen Brown with gunshot wounds to his head and torso. He was taken to Christiana Hospital, where he died. 

As police were securing the two scenes, officers were notified by Wilmington Hospital Emergency Room staff that an 18-year-old man with a gunshot wound to his left shoulder had arrived by private vehicle, police said. Police have since identified him as Raquan Stevens of Wilmington.","0","1","three-men-shot-one-fatally"
"529","Man arrives at hospital after shots fired","1","Unit block of E. 24th St.","Wilmington","DE","39.752900","-75.536625","Unit block of E. 24th St., Wilmington, DE 19802","2015-09-05","18:45:00","SH","0","1","0","0","Wilmington police responded to a complaint of shots fired Saturday on the first block of East 24th Street, but found no victims at the scene.

Shortly after the 6:45 p.m. complaint, a 48-year-old man arrived at Wilmington Hospital with a a gunshot wound to his left upper leg, according to the Wilmington Police Department. ","0","1","man-arrives-hospital-after-shots-fired"
"530","Man fatally shot in West Center City","1","600 block of W. 6th St.","Wilmington","DE","39.743977","-75.555399","600 block of W. 6th St., Wilmington, DE 19801","2015-09-07","14:45:00","SH","1","1","1","0","A police unit on patrol heard the shots fired in the 600 block of W. Sixth St. about 1:45 p.m. Monday. 

A responding officer found a man at a residence in the middle of the block, suffering from a gunshot wound to his upper torso. 

The victim was treated on the scene by New Castle County Paramedics and taken to Christiana Hospital, where 25-year-old Hassan Brown was later pronounced dead, police said.
","0","1","man-fatally-shot-west-center-city"
"531","Woman grazed in shooting","1","700 block of W. Seventh St.","Wilmington","DE","39.745173","-75.555971","700 block of W. Seventh St., Wilmington, DE 19801","2015-09-05","22:10:00","SH","0","1","0","0","A woman was grazed in a shooting incident Saturday, police said.

Officers were dispatched about 10:10 p.m. after a caller reported shots fired in the area of Seventh and Monroe streets, police said. As they arrived, police were directed by people in the area to a home in the 700 block of W. Seventh St., police said.

Inside the home, they found a 33-year-old woman suffering from a minor graze wound or abrasion to her left foot, police said. The injured woman was taken by ambulance to St. Francis Hospital in Wilmington, where she was in good condition. ","0","1","woman-grazed-shooting"
"532","Teen shot on East Side","1","E. Ninth and N. Pine streets","Wilmington","DE","39.742142","-75.542216","E. Ninth and N. Pine streets, Wilmington, DE 19801","2015-09-09","14:45:00","SH","0","1","0","0","An 18-year-old man was injured in a shooting in the city's East Side neighborhood. 

The shooting was reported shortly after 2:45 p.m. in the area of East Ninth and North Pine streets, and multiple units, including medics, were dispatched to the scene, police said.

Upon arrival, officers found the teenager with gunshot wounds to his torso and cheek, police said.

He was treated on scene by New Castle County Paramedics before he was taken to Christiana Hospital. 

Michael O. Newton, 35, has been charged with this shooting.","1","0","teen-shot-east-side"
"533","Man shot a block from city police station","1","400 block of E. Fourth St.","Wilmington","DE","39.738560","-75.547348","400 block of E. Fourth St.","2015-09-10","23:40:00","SH","0","1","0","0","A 24-year-old man was shot in the leg just before midnight on Thursday near the intersection of Fourth and Lombard streets in Wilmington, according to city police.

Two officers on patrol from the community policing unit called in possible shots fired around the 400 block of E. Fourth St. at about 11:40 p.m. Just after calling it in, they found the victim, who had been shot in the upper left leg, according to police.

The victim was treated on the scene by New Castle County Paramedics and was taken to Christiana Hospital in stable condition, according to police.","0","1","man-shot-block-city-police-station"
"534","Teen shot in leg shows up at hospital","1","200 block of W. 20th St.","Wilmington","DE","39.753640","-75.543306","200 block of W. 20th St., Wilmington, DE 19802","2015-09-11","20:15:00","SH","0","1","0","0","A  17-year-old boy showed up at the Wilmington Hospital with a gunshot wound to the leg, police said.

The teen arrived about 8:15 p.m. with a gunshot wound to his left thigh and said he was shot while in the 200 block of W. 20th St., though police were unable to locate a shooting scene and received no calls about shots fired.

","0","1","teen-shot-leg-shows-hospital"
"535","Saturday night shooting injures one","1","23rd and Lamotte streets","Wilmington","DE","39.752282","-75.537162","23rd and Lamotte streets, Wilmington, DE 19802","2015-09-12","23:15:00","SH","0","1","0","0","A man was in critical condition after being shot in his legs in Wilmington Saturday, police said. 

The shooting occurred about 11:15 p.m. near the intersection of 23rd and Lamotte streets. 

The 34-year-old victim was taken to Christiana Hospital, police said.","0","1","saturday-night-shooting-injures-one"
"536","Police shot man in wheelchair","1","S. Scott and Tulip streets","Wilmington","DE","39.745415","-75.572597","S. Scott and Tulip streets, Wilmington, DE 19805","2015-09-23","15:05:00","SH","1","1","1","0","Police fatally shot a 28-year-old man in a wheelchair Wednesday at Tulip and South Scott streets. 

Police said officers responded to a 911 call at 3 p.m. about a man with a self-inflicted gunshot wound who was armed in the 1800 block of Lancaster Avenue. When officers arrived, they located the Jeremy “Bam” McDole in the 1800 block of Tulip Street, where they repeatedly told him to put down his weapon and raise his arms.

McDole did not comply and reached for his waistband for a handgun, police said. When McDole began to remove the gun, four officers opened fire. Police said officers found a .38 caliber gun at McDole’s side.

The family is disputing what police are saying. ","0","0","police-shot-man-wheelchair"
"537","Man shot twice near Riverside community","1","First block of Jensen Drive","Wilmington","DE","39.748027","-75.527326","First block of Jensen Drive, Wilmington, DE 19802","2015-09-24","11:00:00","SH","0","1","0","0","A man was shot twice along Jensen Drive late Thursday morning, police said.

Officers were called about 11:00 a.m. to the first block of Jensen Drive for a possible shooting, but no victim was located, police said. About a half hour later, a 22-year-old man was found at the Knights Inn along Del. 9 in New Castle with a gunshot wound to his chest and a superficial wound to his jaw area.

He was treated on scene by New Castle County Paramedics and transported to Christiana Hospital, where he was described as stable.","0","1","man-shot-twice-near-riverside-community"
"538","Crowd forms after man shot in chest","1","600 block of N. Jefferson St.","Wilmington","DE","39.743987","-75.555361","600 block of N. Jefferson St., Wilmington, DE 19801","2015-09-27","16:30:00","SH","0","1","0","0","A man was shot in the chest and a large crowd growing disorderly and throwing rocks and bottles at officers, police said. 

Several officers were hit by thrown objects, but none required hospitalization, police said. 

The shooting was reported at 4:30 p.m. in the 600 block of Jefferson St., emergency dispatch officials said. The 23-year-old man was suffering from gunshot wounds to his upper torso  and lower extremity areas, police said. 

The injured man was taken by ambulance to Christiana Hospital, according to police. ","0","1","crowd-forms-after-man-shot-chest"
"539","Man shot in leg","1","2400 block of Northeast Blvd.","Wilmington","DE","39.748177","-75.529127","2400 block of Northeast Blvd., Wilmington, DE 19802","2015-09-26","20:15:00","SH","0","1","0","0","Police are investigating a shooting they said left a man with an injured leg.

Police received no reports of the shooting from 911 callers or alerts from the ShotSpotter surveillance system. But at 8:16 p.m. Saturday, police said, police were called to the emergency room of Wilmington Hospital, where an 18-year-old man had arrived for treatment of a gunshot wound to his left leg.

Preliminary investigation indicated the incident occurred in the area of the 2400 block of Northeast Blvd., police said. But investigators did not find evidence of the shooting there. ","0","1","man-shot-leg"
"540","Man was shot in the abdomen ","1","First block of E. 23rd St.","Wilmington","DE","39.752748","-75.538321","First block of E. 23rd St, Wilmington, DE 19802","2015-10-01","01:35:00","SH","0","1","0","0","A man was shot in the abdomen early Thursday, police said.

About 1:35 a.m., police responded to a report of a shooting in the first block of E. 23rd St., where they found the injured 23-year-old.

Investigating officers found no evidence of the shooting scene in the area where the man was found, police said, but the shooting remains under investigation.","0","1","man-was-shot-abdomen"
"541","Teen shot in leg","1"," West 28th and North West streets","Wilmington","DE","39.757146","-75.535465"," West 28th and North West streets, Wilmington, DE 19802","2015-10-01","20:40:00","SH","0","1","0","0","A report of a shooting came in about 8:40 p.m. in the area of West 28th and Washington streets, police said. Officers later located a scene at the intersection of West 28th and North West streets.

A 19-year-old man was located after dispatchers received a call for a man with a gunshot wound in the 200 block of West 27th Street.

The teen was shot in the right calf and treated on scene by New Castle County Paramedics before he was taken to Christiana Hospital.","0","1","teen-shot-leg"
"542","Gunfire penetrates house, hits man","1","300 block of E. 14th St.","Wilmington","DE","39.747693","-75.542438","300 block of E. 14th St., Wilmington, DE 19801","2015-10-05","00:35:00","SH","0","1","0","0","A bullet went through a house and hit a man in the neck Monday morning, police said.

A caller reported shots fired about 12:35 a.m. in the 300 block of E. 14th St., police said. Responding officers found property damage on the block, but did not immediately find anyone injured.

People at the scene directed officers to a home on the block, where they found an 18-year-old man with a gunshot wound to the neck, police said.

New Castle County paramedics treated him at the scene before he was taken to Christiana Hospital,  police said. His condition was not available.","0","0","gunfire-penetrates-house-hits-man"
"543","60-year-old man shot ","1","N. Tatnall and W. 27th streets, ","Wilmington","DE","39.755791","-75.535645","N. Tatnall and W. 27th streets, Wilmington, DE 19802","2015-10-05","16:00:00","SH","0","1","0","0","Wilmington police were investigating the shooting of a 73-year-old man in the 2700 block of N. Tatnall Street.

Officers were called to the 2700 block of Tatnall St. for shots fired about 4 p.m., police said. 

Officers found a shooting scene in the 100 block of W. 27th St., but redirected by residents to the 2700 block of N. Tatnall St. where they found a man with a graze wound to one of his legs, she said.



","0","1","60-year-old-man-shot"
"544","6-year-old girl shot in knee","1","800 block of Bennett St.","Wilmington","DE","39.740152","-75.541047","800 block of Bennett St., Wilmington, DE 19801","2015-10-05","18:30:00","SH","0","1","0","0","Gunfire struck a 6-year-old girl in the 800 block of Bennett St. in Wilmington around 6:30 p.m. Monday, Wilmington Police said.

The girl was treated on the scene and taken to the Wilmington Hospital Emergency Room, where she is in stable condition, police said.

Korie D. Henry, 31, of New Castle, has been charged with the shooting. ","1","0","6-year-old-girl-shot-knee"
"545","Man shot in leg","1","West 27th and Enterprise streets","Wilmington","DE","39.756262","-75.536026","West 27th and Enterprise streets,  Wilmington, DE 19802","2015-10-15","17:00:00","SH","0","1","0","1","Wilmington police were on the scene of a shooting at West 27th and Enterprise streets Thursday. 

A man, whose age was not immediately available, was shot in the leg, police said.

Multiple units were on scene and detectives had the block closed for investigation purposes. Further details from police were not immediately available.","0","1","man-shot-leg"
"546","Man found shot dies","1","Fourth and Monroe streets","Wilmington","DE","39.743379","-75.558589","Fourth and Monroe streets, Wilmington, DE 19801","2015-10-14","16:00:00","SH","1","1","1","0","A uniform officer notified city police just after 4 p.m. Wednesday of shots fired in the area of Fourth and Monroe streets, police said.

As police responded to that area, they found the man, who was shot in the abdomen, down in the 300 block of N. Monroe St. The victim was taken to Christiana Hospital, where he was pronounced dead, police said.

Police declined to release the victim's identity. ","0","1","man-found-shot-dies"
"547","Three men shot, one arrested","1","Fourth and Monroe streets","Wilmington","DE","39.743379","-75.558589","Fourth and Monroe streets, Wilmington, DE 19801","2015-10-14","16:20:00","SH","0","3","0","0","Three men were shot Wednesday near the scene of an earlier shooting. 

Police said that one of three people injured was a suspect in the shooting, which occurred about 4:20 p.m. in the area of Fourth and Monroe streets.

Arriving officers found a 61-year-old man with a gunshot wound to his upper leg, police said. County paramedics treated him before he was taken to Christiana Hospital.

The two other injured men – including a suspect – were taken to hospitals by private vehicles, police said. Both were 24-year-olds with gunshot wounds of the upper legs, not considered to be life-threatening.","0","1","three-men-shot-one-arrested"
"548","Man repeatedly shot","1","2700 block of Claymont St.","Wilmington","DE","39.749757","-75.526153","2700 block of Claymont St., Wilmington, DE 19802","2015-10-14","23:05:00","SH","0","1","0","0","A man was critically wounded after being repeatedly shot late Wednesday, police said.

The shooting was reported at 11:08 p.m. in the 2700 block of Claymont Street, police said. Responding officers found a 26-year-old man down with multiple gunshot wounds to the upper torso.

New Castle County paramedics treated him at the scene before he was taken to Christiana Hospital, police said.","0","1","man-repeatedly-shot"
"549","Man killed in Browntown neighborhood","1","Lower Oak and Marshall streets","Wilmington","DE","39.736224","-75.566071","Lower Oak and Marshall streets, Wilmington, DE 19805","2015-10-20","23:00:00","SH","1","1","1","0","A 22-year-old man was shot to death late Tuesday, police said. 

Police responded to a 911 call reporting a man down near Lower Oak and Marshall streets, police said.

Officers found the man in the 100 block of Lower Oak St., where New Castle County paramedics pronounced him dead at the scene. No information was disclosed the victim's gunshot wound. 

Police identified the victim as Quadrice Barksdale. ","0","1","man-killed-browntown-neighborhood"
"550","Victim flags down police","1","800 block of Spruce St.","Wilmington","DE","39.740395","-75.541632","800 block of Spruce St., Wilmington, DE 19801","2015-10-21","22:35:00","SH","0","1","0","0","A man shot Wednesday flagged down officers responding to a report of his shooting, police.

The ShotSpotter surveillance system alerted police about 10:35 p.m. to shots fired in the 800 block of Spruce St. The injured man flagged down the responding officers as they arrived near Eighth and Pine streets, police said.

The 28-year-old man was shot in the hand.","0","1","victim-flags-down-police"
"551","Three shot on Vandever Avenue","1","800 block of Vandever Ave.","Wilmington","DE","39.747913","-75.535086","800 block of Vandever Ave., Wilmington, DE 19802","2015-10-22","19:30:00","SH","0","3","0","0","Three people were shot in what neighbors are calling a serious shooting at Vandever Avenue near North Church Street.

Police responded just after 7:30 p.m. to the 800 block of Vandever Ave. to a report of a shooting. Police found three injured men, who were taken to Christiana Hospital. 

A 29-year-old man and a 27-year-old man had each been shot in the left hip and buttocks area, according to police, and the third victim, a 20-year-old man, was about a block away on Vandever Avenue suffering from gunshot wounds to his left arm and leg.","0","1","three-shot-vandever-avenue"
