all_juvenile_victims_and_suspects,any_juvenile_killed,any_juvenile_suspects,any_juvenile_victims,any_killed,any_suspects,date,day_of_week,hour,id,lat,lng,location,summary,time,title,year,year_month
false,false,false,false,false,false,"Aug. 16, 2015",0,21,515,39.744439,-75.556437,"In the area of W. Sixth and N. Madison streets, Wilmington, DE 19801","A man was shot in Wilmington's West Center City neighborhood Sunday night.

Police responding to reports of gunshots shortly before 10 p.m. near the intersection of West 6th and Madison Streets found a 34-year-old man with a gunshot wound in his shoulder, police said.

The victim was hospitalized and reported to be in stable condition, according to police.",9:10 p.m.,Man shot in West Center City,2015,2015-08
false,false,false,false,false,true,"Aug. 13, 2015",4,16,516,39.742708,-75.563238,"In the area of Pleasant and N. Van Buren streets, Wilmington, DE 19805","Police responded  to the area of Pleasant and Van Buren streets in reference to a shots fired complaint. 

Arriving officers found a shooting scene, but no victim. 

Minutes later police were notified that an 18-year-old man had arrived at St. Francis Hospital suffering from a gunshot wound to his right leg. The victim reported to be in stable condition.",4 p.m.,Man shot in leg shows up at hospital,2015,2015-08
false,false,false,false,false,false,"Aug. 13, 2015",4,19,517,39.741296,-75.558324,"In the area of 200 block of N. Madison St, Wilmington, DE 19801","A shooting was reported in the 200 block of N. Madison Street about 7:05 p.m.

When officers arrived at the scene, the victim had been taken to the hospital in a private vehicle, according to police.

Officers found the 32-year-old man in the emergency room at Wilmington Hospital with gunshot wounds to his upper legs, according to police.",7:05 p.m.,Man shot in both legs,2015,2015-08
false,false,false,true,false,false,"Aug. 15, 2015",6,12,518,39.749154,-75.532005,"In the area of 2300 block of N. Locust Street, Wilmington, DE 19802","A teen was hospitalized following a shooting on North Locust Street. 

Officers were called at about 12:30 p.m. to the 2300 block of N. Locust St. for a report of shots fired, police said. A 17-year-old boy with gunshot wounds to his upper right leg was located shortly after arrival and was treated on scene for his injuries.

He was then taken to Alfred I. duPont Hospital for Children.",12:30 p.m.,Teen shot on Locust Street,2015,2015-08
false,false,false,false,true,true,"Aug. 15, 2015",6,23,519,39.747913,-75.535086,"In the area of 800 block of Vandever Ave., Wilmington, DE 19802","Markevis Clark, 32, was shot and killed late Saturday night, police said.

Investigators were called out to the 800 block of Vandever Ave. about 11:20 p.m. Saturday where they found Clark suffering from a gunshot wound to the head, police said.

He was taken to Wilmington Hospital where he died. 

Police said they were searching for 30-year-old Hakiem Anderson, in connection with Clark's homicide.",11:20 p.m.,Man dies after being shot in head,2015,2015-08
false,false,false,false,false,false,"Aug. 18, 2015",2,2,520,39.749413,-75.537907,"In the area of 500 block of Vandever Ave., Wilmington, DE 19802","A 46-year-old man was shot in the legs early Tuesday, police said.

Police responded to the 500 block of Vandever Ave., about 2:15 a.m., for a shooting investigation and found the victim. 

He was treated at the scene by New Castle County paramedics and taken to Christiana Hospital.",2:15 a.m.,Man shot in legs,2015,2015-08
false,false,false,true,false,true,"Aug. 18, 2015",2,1,521,39.726951,-75.545871,"In the area of 700 block of Townsend Place, Wilmington, DE 19801","A 10-year-old boy was shot in the head early Tuesday in Southbridge, police said.

The boy was identified as Makhi Mitchell by family. 

The boy was shot at 1:50 a.m. Tuesday in the 700 block of Townsend Place, in the middle of a block of Wilmington Housing Authority row houses just west of South Heald Street. He was taken to Nemours/Alfred I. duPont Hospital for Children, where he was listed in critical condition.

A 24-year-old man has been charged with a weapons offense, but not the actual shooting.",1:50 a.m.,"Boy, 10, shot in head",2015,2015-08
false,false,true,false,false,true,"Aug. 19, 2015",3,16,522,39.741869,-75.559466,"In the area of 200 block of N. Monroe St., Wilmington, DE 19801","A man was shot in the abdomen and one leg Wednesday afternoon, police said.

The shooting was reported at the Adams 4 Shopping Center shortly aft 4 p.m. Officers responding to the shopping center at Fourth and Adams streets learned that the 43-year-old victim had been taken by private vehicle to Wilmington Hospital before their arrival, police said.

Investigators determined he was shot in the 200 block of N. Monroe St., where evidence of the shooting was found, police said.",4 p.m.,Man shot at Adams 4 Shopping Center,2015,2015-08
false,false,false,false,false,false,"Aug. 21, 2015",5,18,523,39.745371,-75.568412,"In the area of 200 block of Delamore Place, Wilmington, DE 19805","A 22-year-old man was injured in a shooting in the city's Hilltop area, police said.

Officers were called at about 6:55 p.m. to the 200 block of Delamore Place for a report of a shooting. Upon arrival, a man was found with gunshot wounds to his thigh and hand, police said.

He was treated by New Castle County paramedics before he was taken to Christiana Hospital.",6:55 p.m.,Man shot in Hilltop area,2015,2015-08
false,false,false,false,false,false,"Aug. 25, 2015",2,23,524,39.743671,-75.556979,"In the area of Fifth and North Madison streets, Wilmington, DE 19801","A man who was shot and critically wounded Tuesday was taken to Wilmington Hospital by private vehicle. 

A 911 call just after 11:30 p.m. reported shots fired in the area of Fifth and North Madison streets, police said. Responding officer found evidence of a shooting, but did not find anyone injured there.

Within minutes, however, police were notified that a 23-year-old man arrived at Wilmington Hospital's by private vehicle, seeking care for a gunshot wound. Shot in the upper torso, the man was stabilized there before he was taken to Christiana Hospital, police said.

He was admitted in critical condition.",11:30 p.m.,Critically wounded victim arrives at hospital,2015,2015-08
false,false,false,false,false,false,"Aug. 29, 2015",6,15,525,39.745956,-75.531491,"In the area of 1200 block of Vandever Ave., Wilmington, DE 19802","A 60-year-old man was shot in the head while on Vandever Avenue Saturday afternoon, police said.

Officers were called about 3:20 p.m. to the 1200 block of Vandever Ave. for a report of a shooting, police said. Upon arrival, a man was found with a gunshot wound to the head.

He was treated on scene by New Castle County Paramedics before he was rushed to Christiana Hospital, where he was described in stable condition, police said.",3:20 p.m.,"Man, 60, shot in head",2015,2015-08
false,false,false,false,false,false,"Aug. 29, 2015",6,20,526,39.743977,-75.555399,"In the area of 600 block of W. 6th St., Wilmington, DE 19801","A 24-year-old man was shot in the chest near Helen Chambers Park on West Sixth Street, police said.

The shooting was reported about 8:10 p.m. As police responded, officers found a vehicle in the 700 block of N. Jefferson St. which appeared to be transporting a shooting victim to the hospital, police said.

Police proceeded to escort the vehicle to Wilmington Hospital, where an injured man was removed from the vehicle with a gunshot wound to the chest, police said. Medics were able to stabilize the man before transporting him to Christiana Hospital, where he was admitted in critical condition.",8:10 p.m.,Man shot in chest near community center,2015,2015-08
false,false,false,false,false,false,"Sept. 1, 2015",2,11,527,39.751864,-75.537589,"In the area of Lamotte and Gordon streets, Wilmington, DE 19802","A 22-year-old man was shot in the arm Tuesday in Wilmington, police said.

Officers responding to reports of shots fired in the area of Gordon and Lamotte streets shortly before noon found evidence of a shooting but no one injured, police said.

Minutes later, however, staff at Wilmington Hospital alerted police that a man arrived at the hospital seeking treatment for a gunshot wound to the right arm. The victim was described as stable, police said.",11:55 a.m.,"Man,22, shot in arm",2015,2015-09
false,false,false,false,true,false,"Sept. 3, 2015",4,21,528,39.753935,-75.536458,"In the area of 2500 block of N. Market St., Wilmington, DE 19802","A 20-year-old Wilmington man was killed Thursday, and two others were injured in related incidents, police said. 

Just before 9 p.m., police were called to the 2500 block of N. Market St. to investigate a shots-fired complaint, police said. Upon arrival, officers found a 23-year-old man with gunshot wounds to his left arm and buttocks, police said, adding he he was target of a robbery. 

About two minutes later, police were notified of a second shooting victim inside of a vehicle at West 24th and North Madison streets. Police found Shaiquen Brown with gunshot wounds to his head and torso. He was taken to Christiana Hospital, where he died. 

As police were securing the two scenes, officers were notified by Wilmington Hospital Emergency Room staff that an 18-year-old man with a gunshot wound to his left shoulder had arrived by private vehicle, police said. Police have since identified him as Raquan Stevens of Wilmington.",9 p.m.,"Three men shot, one fatally",2015,2015-09
false,false,false,false,false,false,"Sept. 5, 2015",6,18,529,39.752900,-75.536625,"In the area of Unit block of E. 24th St., Wilmington, DE 19802","Wilmington police responded to a complaint of shots fired Saturday on the first block of East 24th Street, but found no victims at the scene.

Shortly after the 6:45 p.m. complaint, a 48-year-old man arrived at Wilmington Hospital with a a gunshot wound to his left upper leg, according to the Wilmington Police Department.",6:45 p.m.,Man arrives at hospital after shots fired,2015,2015-09
false,false,false,false,true,false,"Sept. 7, 2015",1,14,530,39.743977,-75.555399,"In the area of 600 block of W. 6th St., Wilmington, DE 19801","A police unit on patrol heard the shots fired in the 600 block of W. Sixth St. about 1:45 p.m. Monday. 

A responding officer found a man at a residence in the middle of the block, suffering from a gunshot wound to his upper torso. 

The victim was treated on the scene by New Castle County Paramedics and taken to Christiana Hospital, where 25-year-old Hassan Brown was later pronounced dead, police said.",2:45 p.m.,Man fatally shot in West Center City,2015,2015-09
false,false,false,false,false,false,"Sept. 5, 2015",6,22,531,39.745173,-75.555971,"In the area of 700 block of W. Seventh St., Wilmington, DE 19801","A woman was grazed in a shooting incident Saturday, police said.

Officers were dispatched about 10:10 p.m. after a caller reported shots fired in the area of Seventh and Monroe streets, police said. As they arrived, police were directed by people in the area to a home in the 700 block of W. Seventh St., police said.

Inside the home, they found a 33-year-old woman suffering from a minor graze wound or abrasion to her left foot, police said. The injured woman was taken by ambulance to St. Francis Hospital in Wilmington, where she was in good condition.",10:10 p.m.,Woman grazed in shooting,2015,2015-09
false,false,false,false,false,true,"Sept. 9, 2015",3,14,532,39.742142,-75.542216,"In the area of E. Ninth and N. Pine streets, Wilmington, DE 19801","An 18-year-old man was injured in a shooting in the city's East Side neighborhood. 

The shooting was reported shortly after 2:45 p.m. in the area of East Ninth and North Pine streets, and multiple units, including medics, were dispatched to the scene, police said.

Upon arrival, officers found the teenager with gunshot wounds to his torso and cheek, police said.

He was treated on scene by New Castle County Paramedics before he was taken to Christiana Hospital. 

Michael O. Newton, 35, has been charged with this shooting.",2:45 p.m.,Teen shot on East Side,2015,2015-09
false,false,false,false,false,false,"Sept. 10, 2015",4,23,533,39.738560,-75.547348,In the area of 400 block of E. Fourth St.,"A 24-year-old man was shot in the leg just before midnight on Thursday near the intersection of Fourth and Lombard streets in Wilmington, according to city police.

Two officers on patrol from the community policing unit called in possible shots fired around the 400 block of E. Fourth St. at about 11:40 p.m. Just after calling it in, they found the victim, who had been shot in the upper left leg, according to police.

The victim was treated on the scene by New Castle County Paramedics and was taken to Christiana Hospital in stable condition, according to police.",11:40 p.m.,Man shot a block from city police station,2015,2015-09
false,false,false,true,false,false,"Sept. 11, 2015",5,20,534,39.753640,-75.543306,"In the area of 200 block of W. 20th St., Wilmington, DE 19802","A  17-year-old boy showed up at the Wilmington Hospital with a gunshot wound to the leg, police said.

The teen arrived about 8:15 p.m. with a gunshot wound to his left thigh and said he was shot while in the 200 block of W. 20th St., though police were unable to locate a shooting scene and received no calls about shots fired.",8:15 p.m.,Teen shot in leg shows up at hospital,2015,2015-09
false,false,false,false,false,false,"Sept. 12, 2015",6,23,535,39.752282,-75.537162,"In the area of 23rd and Lamotte streets, Wilmington, DE 19802","A man was in critical condition after being shot in his legs in Wilmington Saturday, police said. 

The shooting occurred about 11:15 p.m. near the intersection of 23rd and Lamotte streets. 

The 34-year-old victim was taken to Christiana Hospital, police said.",11:15 p.m.,Saturday night shooting injures one,2015,2015-09
false,false,false,false,true,false,"Sept. 23, 2015",3,15,536,39.745415,-75.572597,"In the area of S. Scott and Tulip streets, Wilmington, DE 19805","Police fatally shot a 28-year-old man in a wheelchair Wednesday at Tulip and South Scott streets. 

Police said officers responded to a 911 call at 3 p.m. about a man with a self-inflicted gunshot wound who was armed in the 1800 block of Lancaster Avenue. When officers arrived, they located the Jeremy âBamâ McDole in the 1800 block of Tulip Street, where they repeatedly told him to put down his weapon and raise his arms.

McDole did not comply and reached for his waistband for a handgun, police said. When McDole began to remove the gun, four officers opened fire. Police said officers found a .38 caliber gun at McDoleâs side.

The family is disputing what police are saying.",3:05 p.m.,Police shot man in wheelchair,2015,2015-09
false,false,false,false,false,false,"Sept. 24, 2015",4,11,537,39.748027,-75.527326,"In the area of First block of Jensen Drive, Wilmington, DE 19802","A man was shot twice along Jensen Drive late Thursday morning, police said.

Officers were called about 11:00 a.m. to the first block of Jensen Drive for a possible shooting, but no victim was located, police said. About a half hour later, a 22-year-old man was found at the Knights Inn along Del. 9 in New Castle with a gunshot wound to his chest and a superficial wound to his jaw area.

He was treated on scene by New Castle County Paramedics and transported to Christiana Hospital, where he was described as stable.",11 a.m.,Man shot twice near Riverside community,2015,2015-09
false,false,false,false,false,false,"Sept. 27, 2015",0,16,538,39.743987,-75.555361,"In the area of 600 block of N. Jefferson St., Wilmington, DE 19801","A man was shot in the chest and a large crowd growing disorderly and throwing rocks and bottles at officers, police said. 

Several officers were hit by thrown objects, but none required hospitalization, police said. 

The shooting was reported at 4:30 p.m. in the 600 block of Jefferson St., emergency dispatch officials said. The 23-year-old man was suffering from gunshot wounds to his upper torso  and lower extremity areas, police said. 

The injured man was taken by ambulance to Christiana Hospital, according to police.",4:30 p.m.,Crowd forms after man shot in chest,2015,2015-09
false,false,false,false,false,false,"Sept. 26, 2015",6,20,539,39.748177,-75.529127,"In the area of 2400 block of Northeast Blvd., Wilmington, DE 19802","Police are investigating a shooting they said left a man with an injured leg.

Police received no reports of the shooting from 911 callers or alerts from the ShotSpotter surveillance system. But at 8:16 p.m. Saturday, police said, police were called to the emergency room of Wilmington Hospital, where an 18-year-old man had arrived for treatment of a gunshot wound to his left leg.

Preliminary investigation indicated the incident occurred in the area of the 2400 block of Northeast Blvd., police said. But investigators did not find evidence of the shooting there.",8:15 p.m.,Man shot in leg,2015,2015-09
false,false,false,false,false,false,"Oct. 1, 2015",4,1,540,39.752748,-75.538321,"In the area of First block of E. 23rd St, Wilmington, DE 19802","A man was shot in the abdomen early Thursday, police said.

About 1:35 a.m., police responded to a report of a shooting in the first block of E. 23rd St., where they found the injured 23-year-old.

Investigating officers found no evidence of the shooting scene in the area where the man was found, police said, but the shooting remains under investigation.",1:35 a.m.,Man was shot in the abdomen,2015,2015-10
false,false,false,false,false,false,"Oct. 1, 2015",4,20,541,39.757146,-75.535465,"In the area of  West 28th and North West streets, Wilmington, DE 19802","A report of a shooting came in about 8:40 p.m. in the area of West 28th and Washington streets, police said. Officers later located a scene at the intersection of West 28th and North West streets.

A 19-year-old man was located after dispatchers received a call for a man with a gunshot wound in the 200 block of West 27th Street.

The teen was shot in the right calf and treated on scene by New Castle County Paramedics before he was taken to Christiana Hospital.",8:40 p.m.,Teen shot in leg,2015,2015-10
false,false,false,false,false,false,"Oct. 5, 2015",1,0,542,39.747693,-75.542438,"In the area of 300 block of E. 14th St., Wilmington, DE 19801","A bullet went through a house and hit a man in the neck Monday morning, police said.

A caller reported shots fired about 12:35 a.m. in the 300 block of E. 14th St., police said. Responding officers found property damage on the block, but did not immediately find anyone injured.

People at the scene directed officers to a home on the block, where they found an 18-year-old man with a gunshot wound to the neck, police said.

New Castle County paramedics treated him at the scene before he was taken to Christiana Hospital,  police said. His condition was not available.",12:35 a.m.,"Gunfire penetrates house, hits man",2015,2015-10
false,false,false,false,false,false,"Oct. 5, 2015",1,16,543,39.755791,-75.535645,"In the area of N. Tatnall and W. 27th streets, Wilmington, DE 19802","Wilmington police were investigating the shooting of a 73-year-old man in the 2700 block of N. Tatnall Street.

Officers were called to the 2700 block of Tatnall St. for shots fired about 4 p.m., police said. 

Officers found a shooting scene in the 100 block of W. 27th St., but redirected by residents to the 2700 block of N. Tatnall St. where they found a man with a graze wound to one of his legs, she said.",4 p.m.,60-year-old man shot,2015,2015-10
false,false,false,true,false,true,"Oct. 5, 2015",1,18,544,39.740152,-75.541047,"In the area of 800 block of Bennett St., Wilmington, DE 19801","Gunfire struck a 6-year-old girl in the 800 block of Bennett St. in Wilmington around 6:30 p.m. Monday, Wilmington Police said.

The girl was treated on the scene and taken to the Wilmington Hospital Emergency Room, where she is in stable condition, police said.

Korie D. Henry, 31, of New Castle, has been charged with the shooting.",6:30 p.m.,6-year-old girl shot in knee,2015,2015-10
false,false,false,false,false,false,"Oct. 15, 2015",4,17,545,39.756262,-75.536026,"In the area of West 27th and Enterprise streets,  Wilmington, DE 19802","Wilmington police were on the scene of a shooting at West 27th and Enterprise streets Thursday. 

A man, whose age was not immediately available, was shot in the leg, police said.

Multiple units were on scene and detectives had the block closed for investigation purposes. Further details from police were not immediately available.",5 p.m.,Man shot in leg,2015,2015-10
false,false,false,false,true,false,"Oct. 14, 2015",3,16,546,39.743379,-75.558589,"In the area of Fourth and Monroe streets, Wilmington, DE 19801","A uniform officer notified city police just after 4 p.m. Wednesday of shots fired in the area of Fourth and Monroe streets, police said.

As police responded to that area, they found the man, who was shot in the abdomen, down in the 300 block of N. Monroe St. The victim was taken to Christiana Hospital, where he was pronounced dead, police said.

Police declined to release the victim's identity.",4 p.m.,Man found shot dies,2015,2015-10
false,false,false,false,false,false,"Oct. 14, 2015",3,16,547,39.743379,-75.558589,"In the area of Fourth and Monroe streets, Wilmington, DE 19801","Three men were shot Wednesday near the scene of an earlier shooting. 

Police said that one of three people injured was a suspect in the shooting, which occurred about 4:20 p.m. in the area of Fourth and Monroe streets.

Arriving officers found a 61-year-old man with a gunshot wound to his upper leg, police said. County paramedics treated him before he was taken to Christiana Hospital.

The two other injured men â including a suspect â were taken to hospitals by private vehicles, police said. Both were 24-year-olds with gunshot wounds of the upper legs, not considered to be life-threatening.",4:20 p.m.,"Three men shot, one arrested",2015,2015-10
false,false,false,false,false,false,"Oct. 14, 2015",3,23,548,39.749757,-75.526153,"In the area of 2700 block of Claymont St., Wilmington, DE 19802","A man was critically wounded after being repeatedly shot late Wednesday, police said.

The shooting was reported at 11:08 p.m. in the 2700 block of Claymont Street, police said. Responding officers found a 26-year-old man down with multiple gunshot wounds to the upper torso.

New Castle County paramedics treated him at the scene before he was taken to Christiana Hospital, police said.",11:05 p.m.,Man repeatedly shot,2015,2015-10
false,false,false,false,true,false,"Oct. 20, 2015",2,23,549,39.736224,-75.566071,"In the area of Lower Oak and Marshall streets, Wilmington, DE 19805","A 22-year-old man was shot to death late Tuesday, police said. 

Police responded to a 911 call reporting a man down near Lower Oak and Marshall streets, police said.

Officers found the man in the 100 block of Lower Oak St., where New Castle County paramedics pronounced him dead at the scene. No information was disclosed the victim's gunshot wound. 

Police identified the victim as Quadrice Barksdale.",11 p.m.,Man killed in Browntown neighborhood,2015,2015-10
false,false,false,false,false,false,"Oct. 21, 2015",3,22,550,39.740395,-75.541632,"In the area of 800 block of Spruce St., Wilmington, DE 19801","A man shot Wednesday flagged down officers responding to a report of his shooting, police.

The ShotSpotter surveillance system alerted police about 10:35 p.m. to shots fired in the 800 block of Spruce St. The injured man flagged down the responding officers as they arrived near Eighth and Pine streets, police said.

The 28-year-old man was shot in the hand.",10:35 p.m.,Victim flags down police,2015,2015-10
false,false,false,false,false,false,"Oct. 22, 2015",4,19,551,39.747913,-75.535086,"In the area of 800 block of Vandever Ave., Wilmington, DE 19802","Three people were shot in what neighbors are calling a serious shooting at Vandever Avenue near North Church Street.

Police responded just after 7:30 p.m. to the 800 block of Vandever Ave. to a report of a shooting. Police found three injured men, who were taken to Christiana Hospital. 

A 29-year-old man and a 27-year-old man had each been shot in the left hip and buttocks area, according to police, and the third victim, a 20-year-old man, was about a block away on Vandever Avenue suffering from gunshot wounds to his left arm and leg.",7:30 p.m.,Three shot on Vandever Avenue,2015,2015-10
false,false,true,false,false,true,"Oct. 27, 2015",2,1,552,39.743097,-75.565980,"1300 block of Lancaster Ave., Wilmington, DE 19805","Two men were shot early Tuesday near Lancaster Avenue and Franklin Street. 

Officers responded to a call a few blocks away, near Delamore Place and Lancaster Avenue, and found a 40-year-old man with an abdominal gunshot wound at about 1:10 a.m. Shortly after that, police were notified that a 19-year-old man had arrived at the St. Francis Hospital with a gunshot wound to his right wrist.

Both men were wounded in the same incident on the 1300 block of Lancaster Avenue, according to police, who expect to release more information later on Tuesday.

Police later said the 19-year-old man was the accomplice of a 17-year-old shooter.",1:10 a.m.,Shooting injures two men,2015,2015-10
false,false,false,false,false,false,"Oct. 27, 2015",2,22,553,39.738120,-75.580507,"In the area of 1800 block of Prospect Road, Wilmington, DE 19805","Police were called out to a shooting at Canby Park found a 37-year-old man suffering from a gunshot wound to his abdominal area. 

The man was treated by New Castle County paramedics and taken to Christiana Hospital, where he was described as in stable condition. 

The circumstances surrounding the shooting were under investigation.",10:25 p.m.,One injured in Canby Park shooting,2015,2015-10
false,false,false,false,false,false,"Oct. 29, 2015",4,23,554,39.748486,-75.526784,In the area of Jensen Drive,"A 25-year-old man showed up at Wilmington Hospital after being shot shortly before midnight on Thursday, according to Wilmington Police.

At about 11:45 p.m. police were notified that the man had arrived at the hospital in a personal vehicle with a gunshot wound in his left ankle.",11:45 p.m.,"Man, 25, shot in ankle",2015,2015-10
false,false,false,false,false,false,"Nov. 1, 2015",0,18,555,39.742261,-75.539798,"In the area of E. 10th and Bennett streets, Wilmington, DE 19801","A woman was shot in the cheek and a man shot in the arm on Wilmington's East Side Sunday evening.

Police responded to the 700 block of E. 10th St. on a report of a shooting called in about 6:15 p.m. Arriving officers found a 46-year-old woman in the 900 block of Spruce St. with a gunshot wound to the cheek area, and a 42-year-old man in the 1000 block of Spruce Street with a gunshot wound to the arm.

Both victims were taken to Christiana Hospital.",6:15 p.m.,Two shot in Wilmington's East Side,2015,2015-11
false,false,false,true,false,false,"Nov. 2, 2015",1,16,556,39.744059,-75.563723,"In the area of N. Harrison and Conrad streets, Wilmington, DE 19805","Police were called out to Third and North Harrison street on a report of a shooting about 4:40 p.m. 

Arriving officers founts two victims: a 13-year-old girl who was suffering from a gunshot wound to her leg; and a 23-year-old man suffering from a gunshot wound to his right hip area. 

Both victims were treated on scene by New Castle County paramedics before being taken to Christiana Emergency Room and the Nemours/Alfred I. duPont Hospital for Children. Both were in good condition, police said.",4:40 p.m.,"Two, including a 13-year-old, shot in Hilltop",2015,2015-11
false,false,false,false,false,false,"Nov. 2, 2015",1,17,557,39.741262,-75.542054,"In the area of Taylor and Kirkwood streets, Wilmington, DE 19801","Wilmington police detectives were on foot in the area of the Ninth and Spruce streets when they called in shots being fired in the immediate area about 5:10 p.m. 

The detectives found a 27-year-old man wounded near the corner of Taylor and Kirkwood Streets. He was suffering from gunshot wounds to his torso and lower extremity areas. 

The victim was treated by New Castle County paramedics and taken by state police helicopter to Christiana Hospital, where he was described to be in critical condition.",5:10 p.m.,Man critically wounded in East Side shooting,2015,2015-11
false,false,false,false,false,false,"Nov. 2, 2015",1,22,558,39.731296,-75.542498,"In the area of S. Heald and Lobdell streets, Wilmington, DE 19801","A shooting in Wilmington's Southbridge neighborhood left a man in the hospital and a white Honda riddled with at least 21 bullet holes.

The shooting happened just before 10:30 p.m. Monday on Lobdell Street, east of South Heald Street, and outside of the Casbar Lounge. 

Police did not find a victim at the scene, but were notified of a 22-year-old man who arrived at Wilmington Hospital with gunshot wounds to the left forearm and lower left leg. The victim is in stable condition.",10:30 p.m.,Shooting in Southbridge,2015,2015-11
false,false,false,true,false,false,"Nov. 3, 2015",2,14,559,39.731296,-75.542498,"In the area of Maryland Ave. and S. Harrison St., Wilmington, DE 19805","A 17-year-old boy was critically injured Tuesday afternoon near Pulaski Park after he was shot in the back, police said.

At least two dozen officers were on the scene at the intersection of Maryland Avenue and South Harrison Street at about 2:30 p.m. Tuesday. Upon arrival, officers found a teen with a gunshot wound to the back.

He was treated on scene by New Castle County paramedics and taken to Christiana Hospital, where he was listed in critical condition, police said.",2:20 p.m.,Teen shoot in the back,2015,2015-11
false,false,false,false,false,false,"Nov. 20, 2015",5,18,560,39.753637,-75.543283,"In the area of N. West and W. 20th streets, Wilmington, DE 19802","A 19-year-old man was shot in the torso on 20th Street near West Street, police said. 

The man was walking up 20th Street about 7 p.m. when five shots rang out, police said. He went into a house where people had been out on the porch and waited there until police arrived.

He was in stable condition when he was taken by ambulance to Christiana Hospital

Police couldn't find where the shooting occurred because there were no bullet casings on the ground.",6:45 p.m.,Shooting injures 19-year-old man,2015,2015-11
false,false,false,true,false,false,"Nov. 25, 2015",3,17,561,39.753228,-75.534938,"In the area of 2500 block of Carter St., Wilmington, DE 19802","Officers responded to the 2500 block of Carter St. at about 5:55 p.m. for a report of shots fired, police said 

Although a shooting scene was located nearby, police said no victim was found upon arrival. 

About two hours, officers were called to Christiana Hospital about a man suffering from a gunshot wound to the right hand, police said. He was treated for his injuries and released.",5:55 p.m.,Man shot in hand,2015,2015-11
false,false,false,false,false,false,"Nov. 25, 2015",3,21,562,39.758325,-75.533614,"In the area of 200 block of W. 30th St., Wilmington, DE 19802","Officers called to the 200 block of W. 30th Street for a shooting, found a 28-year-old man in his vehicle suffering from multiple gunshot wounds, police said. 

He was treated on scene by New Castle County paramedics before being taken to Christiana Hospital.

Police did not release his condition.",9:35 p.m.,Man shot multiple times,2015,2015-11
false,false,false,true,false,false,"Nov. 28, 2015",6,22,563,39.749361,-75.527852,"In the area of 2700 block of Northeast Blvd., Wilmington, DE 19802","Wilmington police were investigating a shooting that left a 15-year-old boy injured in the 2700 block of Northeast Blvd. Saturday night.

Reports of a shooting and a possible person down in the street came in shortly after 10:30 p.m. Saturday, according to police scanner reports. Officers arriving at the reported location â also known as Governor Printz Boulevard â did not find a victim or shooting scene. 

About 20 minutes later, however, officers were contacted by Wilmington Hospital staff that a teen boy had arrived with a gunshot would to his right bicep.",10:30 p.m.,"Boy, 15, shot in arm",2015,2015-11
false,false,false,false,true,false,"Dec. 1, 2015",2,13,564,39.749372,-75.535147,"In the area of 700 block of E. 22nd St., Wilmington, DE 19802","A 30-year-old Wilmington man who was found with a gunshot wound to his head has died.

Jabari Saunders died late Tuesday from a gunshot injury he received earlier that day, said police. 

Saunders was found about 1:30 p.m. in the 700 block of E. 22nd St. by Wilmington police responding to a report of shots fired. Saunders was treated on scene by New Castle County paramedics before he was taken to Chrsitana Hospital, where he died, police said.",1:30 p.m.,Wilmington man fatally shot in head,2015,2015-12
false,false,false,true,false,false,"Dec. 5, 2015",6,21,565,39.747980,-75.526348,"In the area of 2500 block of Bowers St., Wilmington, DE 19802","A 16-year-old walking in the 2500 block of Bowers St. in Wilmington was shot in the leg.

Officers were called to the block at about 9:45 p.m. for a report of shots fired, but police could not find a shooting victim or scene in the area. 

Shortly after the report, a 16-year-old boy arrived at Wilmington Hospital with a gunshot wound to his upper right leg, police said.",9:45 p.m.,"Boy, 16, shot in leg",2015,2015-12
false,false,false,false,false,false,"Dec. 9, 2015",3,17,566,39.748974,-75.534125,"In the area of 22nd and Pine streets, Wilmington, DE 19802","A 26-year-old male was shot in the leg, police said.  

Officers responded to calls of shots fired in the area of 22nd and Pine streets, about 5:45 p.m. Wednesday. On the way, police found a victim with a gunshot wound to the left leg at 18th and Market streets. 

The man was treated on scene by New Castle County paramedics and taken to Christiana Hospital. 

A preliminary investigation found the shooting occurred in the 2200 block of N. Market St.",5:45 p.m.,Man shot in leg found blocks from incident,2015,2015-12
false,false,false,true,false,false,"Dec. 11, 2015",5,22,567,39.742817,-75.566048,"In the area of 1300 block of Read St., Wilmington, DE 19805","A 15-year-old boy was treated for a gunshot wound after Wilmington police found the injured teen in the city's Hedgeville neighborhood.

Officers were called about 10:15 p.m. in reference to a shooting in the 1300 block of Read St. Arriving officers found the youth suffering from a gunshot wound to his left thigh area, said Sgt. Andrea Janvier, a Wilmington police spokeswoman.

The victim was treated by New Castle County paramedics and taken to Christiana Hospital, where he was reported to be stable.",10:15 p.m.,"Boy, 15, shot in thigh",2015,2015-12
false,false,false,false,false,false,"Dec. 17, 2015",4,18,568,39.758897,-75.541874,"In the area of North Monroe Street and Concord Avenue, Wilmington, De 19802","Wilmington police showed up at the intersection of N. Monroe Street and Concord Avenue for a complaint that shots had been fired, but they found no victim. 

That was at about 6:30 p.m. and, minutes later, police found out that a 27-year-old man had gone to Wilmington Hospital's emergency room with a gunshot wound to his hand.",6:30 p.m.,"Man, 27, shot in hand",2015,2015-12
